中嘉早17,表现,中熟偏迟籼型早稻品种
中嘉早17,表现,籼型常规水稻
中嘉早17,表现,中熟偏迟早籼
淮稻5号,表现,迟熟中粳稻品种
五优308,表现,籼型三系杂交水稻
五优308,表现,感温型三系杂交稻
五优308,表现,感温型中早熟杂交稻
五优308,表现,感温型中早熟三系杂交稻
中浙优H7,表现,籼型三系杂交水稻品种
中浙优H7,表现,三系法杂交籼稻
中浙优H7,表现,籼型三系杂交水稻品种
中组53,表现,中熟常规早籼稻
中早39,表现,籼型常规水稻品种
中早39,表现,中早9属中熟早籼
深两优7248,表现,单季两系杂交籼稻
扬两优6号,表现,籼型两系杂交水稻
扬两优6号,表现,中熟两系杂交籼稻品种
扬两优6号,表现,两系中熟杂交中籼稻组合
中浙优8号,表现,迟熟籼型三系杂交稻
中浙优8号,表现,杂交晚籼稻
天优华占,表现,籼型三系杂交水稻品种
天优华占,表现,迟熟籼型三系杂交稻
天优华占,表现,感温型三系杂交稻组合
天优华占,表现,感温型三系杂交稻组合
天优华占,表现,籼型三系杂交水稻
天优华占,表现,中熟籼型中稻
天优华占,表现,籼型三系杂交水稻
春优161,表现,粳型杂交水稻品种
华浙优261,表现,籼型三系杂交中稻迟熟品种
华浙优261,表现,籼型三系杂交水稻品种
宜香优2115,表现,迟熟籼型三系杂交稻
宜香优2115,表现,籼型三系杂交水稻品种
盐丰47,表现,中早熟品种
盐丰47,表现,粳型常规水稻
浙优71,表现,籼型三系杂交水稻品种
浙优71,表现,单季三系杂交籼稻
中嘉8号,表现,粳型常规水稻品种
中嘉8号,表现,中熟单季常规粳稻
绥粳18,表现,香稻品种
华浙优26,表现,籼型三系杂交水稻品种
华浙优1号,表现,籼型三系杂交水稻品种
华浙优1号,表现,三系法杂交籼稻
华浙优1号,表现,籼型三系杂交水稻品种
华浙优1号,表现,单季三系杂交稻
龙粳31号,表现,粳稻品种
中浙优1号,表现,籼型感温三系杂交水稻组合
中浙优1号,表现,迟熟籼型三系杂交稻
中浙优1号,表现,三系迟熟杂交中籼
